Input,Match type,Approved symbol,Approved name,HGNC ID,Location
C5orf28,Previous symbol,TMEM267,transmembrane protein 267,HGNC:26139,5p12
C5orf30,Previous symbol,MACIR,macrophage immunometabolism regulator,HGNC:25052,5q21.1
C5orf42,Previous symbol,CPLANE1,ciliogenesis and planar polarity effector 1,HGNC:25801,5p13.2
C5orf45,Previous symbol,MRNIP,MRN complex interacting protein,HGNC:30817,5q35.3
C5orf56,Previous symbol,IRF1-AS1,IRF1 antisense RNA 1,HGNC:33838,5q31.1
C5orf66,Previous symbol,PITX1-AS1,PITX1 antisense RNA 1,HGNC:48332,5q31.1
C5orf66-AS1,Previous symbol,EPIST,esophagus epithelial intergenic associated transcript,HGNC:49679,5q31.1
C5orf66-AS2,Previous symbol,LINC02900,long intergenic non-protein coding RNA 2900,HGNC:27964,5q31.1
C6orf1,Previous symbol,SMIM29,small integral membrane protein 29,HGNC:1340,6p21.31
C6orf10,Previous symbol,TSBP1,testis expressed basic protein 1,HGNC:13922,6p21.32
C6orf106,Previous symbol,ILRUN,inflammation and lipid regulator with UBA-like and NBR1-like domains,HGNC:21215,6p21.31
C6orf165,Previous symbol,CFAP206,cilia and flagella associated protein 206,HGNC:21405,6q15
C6orf183,Previous symbol,CCDC162P,"coiled-coil domain containing 162, pseudogene",HGNC:21565,6q21
C6orf203,Previous symbol,MTRES1,mitochondrial transcription rescue factor 1,HGNC:17971,6q21
C6orf222,Previous symbol,BNIP5,BCL2 interacting protein 5,HGNC:33769,6p21.31
C6orf229,Previous symbol,ARMH2,armadillo like helical domain containing 2,HGNC:49394,6p22.3
C6orf25,Previous symbol,MPIG6B,megakaryocyte and platelet inhibitory receptor G6b,HGNC:13937,6p21.33
C6orf3,Previous symbol,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1,HGNC:40005,6q21
C6orf48,Previous symbol,SNHG32,small nucleolar RNA host gene 32,HGNC:19078,6p21.33
C6orf49,Previous symbol,PRICKLE4,prickle planar cell polarity protein 4,HGNC:16805,6p21.1
C6orf99,Previous symbol,LINC02901,long intergenic non-protein coding RNA 2901,HGNC:21179,6q25.3
C7orf34,Previous symbol,LLCFC1,LLLL and CFNLAS motif containing 1,HGNC:21750,7q34
C7orf43,Previous symbol,TRAPPC14,trafficking protein particle complex subunit 14,HGNC:25604,7q22.1
C7orf49,Previous symbol,CYREN,cell cycle regulator of NHEJ,HGNC:22432,7q33
C7orf55,Previous symbol,FMC1,formation of mitochondrial complex V assembly factor 1 homolog,HGNC:26946,7q34
C7orf55-LUC7L2,Previous symbol,FMC1-LUC7L2,FMC1-LUC7L2 readthrough,HGNC:44671,7q34
C7orf60,Previous symbol,BMT2,base methyltransferase of 25S rRNA 2 homolog,HGNC:26475,7q31.1
C7orf62,Previous symbol,TEX47,testis expressed 47,HGNC:22402,7q21.13
C7orf65,Previous symbol,LINC02902,long intergenic non-protein coding RNA 2902,HGNC:34432,7p12.3
C7orf66,Previous symbol,LINC02903,long intergenic non-protein coding RNA 2903,HGNC:33712,7q31.1
C7orf69,Previous symbol,PKD1L1-AS1,PKD1L1 antisense RNA 1,HGNC:21911,7p12.3
C7orf71,Previous symbol,LINC02860,long intergenic non-protein coding RNA 2860,HGNC:22364,7p15.2
C7orf72,Previous symbol,SPATA48,spermatogenesis associated 48,HGNC:22564,7p12.2
C7orf73,Previous symbol,STMP1,short transmembrane mitochondrial protein 1,HGNC:41909,7q33
C8orf22,Previous symbol,PPDPFL,pancreatic progenitor cell differentiation and proliferation factor like,HGNC:31745,8q11.21
C8orf31,Previous symbol,LINC02904,long intergenic non-protein coding RNA 2904,HGNC:26731,8q24.3
C8orf4,Previous symbol,TCIM,transcriptional and immune response regulator,HGNC:1357,8p11.21
C8orf46,Previous symbol,VXN,vexin,HGNC:28498,8q13.1
C8orf49,Previous symbol,LINC02905,long intergenic non-protein coding RNA 2905,HGNC:32200,8p23.1
C8orf59,Previous symbol,RBIS,ribosomal biogenesis factor,HGNC:32235,8q21.2
C8orf59P1,Previous symbol,RBISP1,RBIS pseudogene 1,HGNC:51355,10p13
C8orf59P2,Previous symbol,RBISP2,RBIS pseudogene 2,HGNC:51357,5p13.2
C8orf87,Previous symbol,LINC02906,long intergenic non-protein coding RNA 2906,HGNC:42974,8q22.1
C9orf106,Previous symbol,LINC02913,long intergenic non-protein coding RNA 2913,HGNC:31370,9q34.11
C9orf114,Previous symbol,SPOUT1,SPOUT domain containing methyltransferase 1,HGNC:26933,9q34.11
C9orf117,Previous symbol,CFAP157,cilia and flagella associated protein 157,HGNC:27843,9q34.11
C9orf135-AS1,Previous symbol,C9orf135-DT,C9orf135 divergent transcript,HGNC:48713,9q21.12
C9orf139,Previous symbol,LINC02908,long intergenic non-protein coding RNA 2908,HGNC:31426,9q34.3
C9orf142,Previous symbol,PAXX,PAXX non-homologous end joining factor,HGNC:27849,9q34.3
C9orf147,Previous symbol,HSDL2-AS1,HSDL2 antisense RNA 1,HGNC:31438,9q32
C9orf156,Previous symbol,TRMO,tRNA methyltransferase O,HGNC:30967,9q22.33
C9orf16,Previous symbol,BBLN,bublin coiled coil protein,HGNC:17823,9q34.11
C9orf170,Previous symbol,LINC02872,long intergenic non-protein coding RNA 2872,HGNC:33817,9q21.33
C9orf171,Previous symbol,CFAP77,cilia and flagella associated protein 77,HGNC:33776,9q34.13
C9orf172,Previous symbol,AJM1,apical junction component 1 homolog,HGNC:37284,9q34.3
C9orf173,Previous symbol,STPG3,sperm-tail PG-rich repeat containing 3,HGNC:37285,9q34.3
C9orf173-AS1,Previous symbol,STPG3-AS1,STPG3 antisense RNA 1,HGNC:51176,9q34.3
C9orf3,Previous symbol,AOPEP,aminopeptidase O (putative),HGNC:1361,9q22.32
C9orf41,Previous symbol,CARNMT1,carnosine N-methyltransferase 1,HGNC:23435,9q21.13
C9orf41-AS1,Previous symbol,CARNMT1-AS1,CARNMT1 antisense RNA 1,HGNC:51188,9q21.13
C9orf62,Previous symbol,LINC02907,long intergenic non-protein coding RNA 2907,HGNC:28581,9q34.3
C9orf66,Previous symbol,DOCK8-AS1,DOCK8 antisense RNA 1,HGNC:26436,9p24.3
C9orf69,Previous symbol,TMEM250,transmembrane protein 250,HGNC:31009,9q34.3
C9orf84,Previous symbol,SHOC1,shortage in chiasmata 1,HGNC:26535,9q31.3
C9orf89,Previous symbol,CARD19,caspase recruitment domain family member 19,HGNC:28148,9q22.31
C9orf9,Previous symbol,SPACA9,sperm acrosome associated 9,HGNC:1367,9q34.13
C9orf91,Previous symbol,TMEM268,transmembrane protein 268,HGNC:24513,9q32
CAPN10-AS1,Previous symbol,CAPN10-DT,CAPN10 divergent transcript,HGNC:48839,2q37.3
CARKD,Previous symbol,NAXD,NAD(P)HX dehydratase,HGNC:25576,13q34
CARS,Previous symbol,CARS1,cysteinyl-tRNA synthetase 1,HGNC:1493,11p15.4
CARS-AS1,Previous symbol,CARS1-AS1,CARS1 antisense RNA 1,HGNC:40125,11p15.4
CARSP1,Previous symbol,CARS1P1,cysteinyl-tRNA synthetase 1 pseudogene 1,HGNC:50477,15q23
CARSP2,Previous symbol,CARS1P2,cysteinyl-tRNA synthetase 1 pseudogene 2,HGNC:50478,8q23.3
CASC1,Previous symbol,DNAI7,dynein axonemal intermediate chain 7,HGNC:29599,12p12.1
CASC10,Previous symbol,MIR1915HG,MIR1915 host gene,HGNC:31448,10p12.31
CASC4,Previous symbol,GOLM2,golgi membrane protein 2,HGNC:24892,15q15.3
CASC5,Previous symbol,KNL1,kinetochore scaffold 1,HGNC:24054,15q15.1
CASP16,Previous symbol,CASP16P,"caspase 16, pseudogene",HGNC:27290,16p13.3
CBWD7,Previous symbol,CBWD6,COBW domain containing 6,HGNC:31978,9p11.2
CCBL1,Previous symbol,KYAT1,kynurenine aminotransferase 1,HGNC:1564,9q34.11
CCBL2,Previous symbol,KYAT3,kynurenine aminotransferase 3,HGNC:33238,1p22.2
CCDC101,Previous symbol,SGF29,SAGA complex associated factor 29,HGNC:25156,16p11.2
CCDC108,Previous symbol,CFAP65,cilia and flagella associated protein 65,HGNC:25325,2q35
CCDC109B,Previous symbol,MCUB,mitochondrial calcium uniporter dominant negative subunit beta,HGNC:26076,4q25
CCDC114,Previous symbol,ODAD1,outer dynein arm docking complex subunit 1,HGNC:26560,19q13.33
CCDC129,Previous symbol,ITPRID1,ITPR interacting domain containing 1,HGNC:27363,7p14.3
CCDC132,Previous symbol,VPS50,VPS50 subunit of EARP/GARPII complex,HGNC:25956,7q21.2-q21.3
CCDC151,Previous symbol,ODAD3,outer dynein arm docking complex subunit 3,HGNC:28303,19p13.2
CCDC155,Previous symbol,KASH5,KASH domain containing 5,HGNC:26520,19q13.33
CCDC163P,Previous symbol,CCDC163,coiled-coil domain containing 163,HGNC:27003,1p34.1
CCDC176,Previous symbol,BBOF1,basal body orientation factor 1,HGNC:19855,14q24.3
CCDC23,Previous symbol,SVBP,small vasohibin binding protein,HGNC:29204,1p34.2
CCDC36,Previous symbol,IHO1,interactor of HORMAD1 1,HGNC:27945,3p21.31
CCDC37,Previous symbol,CFAP100,cilia and flagella associated protein 100,HGNC:26842,3q21.3
CCDC37-AS1,Previous symbol,CCDC37-DT,CCDC37 divergent transcript,HGNC:49641,3q21.3
CCDC42B,Previous symbol,CFAP73,cilia and flagella associated protein 73,HGNC:37100,12q24.13
CCDC53,Previous symbol,WASHC3,WASH complex subunit 3,HGNC:24256,12q23.2
CCDC58,Previous symbol,MIX23,mitochondrial matrix import factor 23,HGNC:31136,3q21.1
CCDC58P1,Previous symbol,MIX23P1,MIX23 pseudogene 1,HGNC:32457,18p11.22
CCDC58P2,Previous symbol,MIX23P2,MIX23 pseudogene 2,HGNC:45025,10q11.23
CCDC58P3,Previous symbol,MIX23P3,MIX23 pseudogene 3,HGNC:45026,18p11.21
CCDC58P5,Previous symbol,MIX23P5,MIX23 pseudogene 5,HGNC:45028,11q13.4
CCDC64,Previous symbol,BICDL1,BICD family like cargo adaptor 1,HGNC:28095,12q24.23
CCDC64B,Previous symbol,BICDL2,BICD family like cargo adaptor 2,HGNC:33584,16p13.3
CCDC67,Previous symbol,DEUP1,deuterosome assembly protein 1,HGNC:26344,11q21
CCDC79,Previous symbol,TERB1,telomere repeat binding bouquet formation protein 1,HGNC:26675,16q22.1
CCDC84,Previous symbol,CENATAC,centrosomal AT-AC splicing factor,HGNC:30460,11q23.3
CCDC94,Previous symbol,YJU2,YJU2 splicing factor homolog,HGNC:25518,19p13.3
CCND2-AS2,Previous symbol,CCND2-AS1,CCND2 antisense RNA 1,HGNC:49398,12p13.32
CCNL1,Previous symbol,MCM2,minichromosome maintenance complex component 2,HGNC:6944,3q21.3
CCRN4L,Previous symbol,NOCT,nocturnin,HGNC:14254,4q31.1
CD3EAP,Previous symbol,POLR1G,RNA polymerase I subunit G,HGNC:24219,19q13.32
CD8BP,Previous symbol,CD8B2,CD8b2 molecule,HGNC:1708,2q12.2
CDC37L1-AS1,Previous symbol,CDC37L1-DT,CDC37L1 divergent transcript,HGNC:49735,9p24.1
CDH3,Previous symbol,CDH15,cadherin 15,HGNC:1754,16q24.3
CDIPT-AS1,Previous symbol,CDIPTOSP,"CDIP transferase opposite strand, pseudogene",HGNC:48609,16p11.2
CDK5PS,Previous symbol,CDK5P1,cyclin dependent kinase 5 pseudogene 1,HGNC:21261,8q24.13
CDKN2A-AS1,Previous symbol,CDKN2A-DT,CDKN2A divergent transcript,HGNC:23831,9p21.3
CEBPA-AS1,Previous symbol,CEBPA-DT,CEBPA divergent transcript,HGNC:25710,19q13.11
CECR1,Previous symbol,ADA2,adenosine deaminase 2,HGNC:1839,22q11.1
CECR5,Previous symbol,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,HGNC:1843,22q11.1
CECR5-AS1,Previous symbol,HDHD5-AS1,HDHD5 antisense RNA 1,HGNC:1842,22q11.1
CECR6,Previous symbol,TMEM121B,transmembrane protein 121B,HGNC:1844,22q11.1
CELSR3-AS1,Previous symbol,LINC02585,long intergenic non-protein coding RNA 2585,HGNC:50302,3p21.31
CENPC,Previous symbol,CENPCP1,centromere protein C pseudogene 1,HGNC:1855,12q21.33
CENPVP1,Previous symbol,CENPVL1,centromere protein V like 1,HGNC:31851,Xp11.22
CENPVP3,Previous symbol,CENPVL3,centromere protein V like 3,HGNC:43880,Xp11.22
CEP83-AS1,Previous symbol,CEP83-DT,CEP83 divergent transcript,HGNC:27055,12q22
CFAP58-AS1,Previous symbol,CFAP58-DT,CFAP58 divergent transcript,HGNC:45243,10q25.1
CGB,Previous symbol,CGB3,chorionic gonadotropin subunit beta 3,HGNC:1886,19q13.33
CHKB-AS1,Previous symbol,CHKB-DT,CHKB divergent transcript,HGNC:40146,22q13.33
CIDECP,Previous symbol,CIDECP1,cell death inducing DFFA like effector c pseudogene 1,HGNC:24230,3p25.3
CIRH1A,Previous symbol,UTP4,UTP4 small subunit processome component,HGNC:1983,16q22.1
CLLU1OS,Previous symbol,CLLU1-AS1,CLLU1 antisense RNA 1,HGNC:24070,12q22
CNTD2,Previous symbol,CCNP,cyclin P,HGNC:25805,19q13.2
COL4A3BP,Previous symbol,CERT1,ceramide transporter 1,HGNC:2205,5q13.3
CPEB2-AS1,Previous symbol,CPEB2-DT,CPEB2 divergent transcript,HGNC:49082,4p15.33-p15.32
CPO,Previous symbol,CPOX,coproporphyrinogen oxidase,HGNC:2321,3q11.2
CPSF3L,Previous symbol,INTS11,integrator complex subunit 11,HGNC:26052,1p36.33
CRAMP1L,Previous symbol,CRAMP1,cramped chromatin regulator homolog 1,HGNC:14122,16p13.3
CRHR1-IT1,Previous symbol,LINC02210,long intergenic non-protein coding RNA 2210,HGNC:26327,17q21.31
CSDAP1,Previous symbol,YBX3P1,Y-box binding protein 3 pseudogene 1,HGNC:2429,16p11.2
CSRP2BP,Previous symbol,KAT14,lysine acetyltransferase 14,HGNC:15904,20p11.23
CSTF3-AS1,Previous symbol,CSTF3-DT,CSTF3 divergent transcript,HGNC:27882,11p13
CTAGE5,Previous symbol,MIA2,MIA SH3 domain ER export factor 2,HGNC:18432,14q13.2
CTBP1-AS2,Previous symbol,CTBP1-DT,CTBP1 divergent transcript,HGNC:28307,4p16.3
CTGF,Previous symbol,CCN2,cellular communication network factor 2,HGNC:2500,6q23.2
CTGLF11P,Previous symbol,AGAP14P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene",HGNC:23660,10q11.22
CTGLF12P,Previous symbol,AGAP12P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene",HGNC:23661,10q11.22
CTNNAP1,Previous symbol,CTNNA1P1,catenin alpha 1 pseudogene 1,HGNC:2513,5q22.3
CTSO,Previous symbol,CTSK,cathepsin K,HGNC:2536,1q21.3
CXCL1P,Previous symbol,CXCL1P1,C-X-C motif chemokine ligand 1 pseudogene 1,HGNC:10641,4q13.3
CXorf21,Previous symbol,TASL,TLR adaptor interacting with endolysosomal SLC15A4,HGNC:25667,Xp21.2
CXorf23,Previous symbol,BCLAF3,BCLAF1 and THRAP3 family member 3,HGNC:27413,Xp22.12
CXorf36,Previous symbol,DIPK2B,divergent protein kinase domain 2B,HGNC:25866,Xp11.3
CXorf40A,Previous symbol,EOLA1,endothelium and lymphocyte associated ASCH domain 1,HGNC:28089,Xq28
CXorf40B,Previous symbol,EOLA2,endothelium and lymphocyte associated ASCH domain 2,HGNC:17402,Xq28
CXorf56,Previous symbol,STEEP1,STING1 ER exit protein 1,HGNC:26239,Xq24
CXorf57,Previous symbol,RADX,"RPA1 related single stranded DNA binding protein, X-linked",HGNC:25486,Xq22.3
CXorf67,Previous symbol,EZHIP,EZH inhibitory protein,HGNC:33738,Xp11.22
CYB5P4,Previous symbol,CYB5AP4,cytochrome b5 type A pseudogene 4,HGNC:2575,20p11.21
CYR61,Previous symbol,CCN1,cellular communication network factor 1,HGNC:2654,1p22.3
DARS,Previous symbol,DARS1,aspartyl-tRNA synthetase 1,HGNC:2678,2q21.3
DARS-AS1,Previous symbol,DARS1-AS1,DARS1 antisense RNA 1,HGNC:40170,2q21.3
DDR1-AS1,Previous symbol,DDR1-DT,DDR1 divergent transcript,HGNC:28694,6p21.33
DDX11L1,Previous symbol,DDX11L10,DEAD/H-box helicase 11 like 10 (pseudogene),HGNC:14125,16p13.3
DDX26B,Previous symbol,INTS6L,integrator complex subunit 6 like,HGNC:27334,Xq26.3
DDX26B-AS1,Previous symbol,INTS6L-AS1,INTS6L antisense RNA 1,HGNC:41180,Xq26.3
DEFB108P1,Previous symbol,DEFB108A,defensin beta 108A,HGNC:18089,8p23.1
DEFB108P2,Previous symbol,DEFB108C,defensin beta 108C,HGNC:30847,8p23.1
DEFB108P3,Previous symbol,DEFB108D,defensin beta 108D (pseudogene),HGNC:26227,8p23.1
DEFB108P4,Previous symbol,DEFB108E,defensin beta 108E (pseudogene),HGNC:30174,8p23.1
DEFB109P1,Previous symbol,DEFB109A,defensin beta 109A (pseudogene),HGNC:18090,8p23.1
DEFB109P1B,Previous symbol,DEFB109B,defensin beta 109B,HGNC:33469,8p23.1
DEFB109P3,Previous symbol,DEFB109D,defensin beta 109D (pseudogene),HGNC:30838,8p23.1
DEFB130,Previous symbol,DEFB130A,defensin beta 130A,HGNC:18107,8p23.1
DEFB131,Previous symbol,DEFB131A,defensin beta 131A,HGNC:18108,4p16.1
DFNA5,Previous symbol,GSDME,gasdermin E,HGNC:2810,7p15.3
DFNB31,Previous symbol,WHRN,whirlin,HGNC:16361,9q32
DFNB59,Previous symbol,PJVK,pejvakin,HGNC:29502,2q31.2
DGCR14,Previous symbol,ESS2,ess-2 splicing factor homolog,HGNC:16817,22q11.21
DGCR9,Previous symbol,DGCR5,DiGeorge syndrome critical region gene 5,HGNC:16757,22q11.21
DHFRL1,Previous symbol,DHFR2,dihydrofolate reductase 2,HGNC:27309,3q11.2
DIEXF,Previous symbol,UTP25,UTP25 small subunit processor component,HGNC:28440,1q32.2
DIRC2,Previous symbol,SLC49A4,solute carrier family 49 member 4,HGNC:16628,3q21.1
DLG2,Previous symbol,MPP2,membrane palmitoylated protein 2,HGNC:7220,17q21.31
DLG3,Previous symbol,MPP3,membrane palmitoylated protein 3,HGNC:7221,17q21.31
DLG4,Previous symbol,LLGL1,LLGL scribble cell polarity complex component 1,HGNC:6628,17p11.2
DLX2-AS1,Previous symbol,DLX2-DT,DLX2 divergent transcript,HGNC:50638,2q31.1
DMBT1P1,Previous symbol,DMBT1L1,deleted in malignant brain tumors 1 like 1 (pseudogene),HGNC:49497,10q26.13
DNAJB5-AS1,Previous symbol,DNAJB5-DT,DNAJB5 divergent transcript,HGNC:49846,9p13.3
DNAJC3-AS1,Previous symbol,DNAJC3-DT,DNAJC3 divergent transcript,HGNC:39808,13q32.1
DOCK9-AS2,Previous symbol,DOCK9-DT,DOCK9 divergent transcript,HGNC:43696,13q32.3
DOPEY1,Previous symbol,DOP1A,DOP1 leucine zipper like protein A,HGNC:21194,6q14.1
DOPEY2,Previous symbol,DOP1B,DOP1 leucine zipper like protein B,HGNC:1291,21q22.12
DPCR1,Previous symbol,MUCL3,mucin like 3,HGNC:21666,6p21.33
DPH6-AS1,Previous symbol,DPH6-DT,DPH6 divergent transcript,HGNC:44147,15q14
DSC3,Previous symbol,DSC2,desmocollin 2,HGNC:3036,18q12.1
DSCR3,Previous symbol,VPS26C,VPS26 endosomal protein sorting factor C,HGNC:3044,21q22.13
DUPD1,Previous symbol,DUSP29,dual specificity phosphatase 29,HGNC:23481,10q22.2
DUSP27,Previous symbol,STYXL2,serine/threonine/tyrosine interacting like 2,HGNC:25034,1q24.1
DUSP8P3,Previous symbol,DUSP8P1,dual specificity phosphatase 8 pseudogene 1,HGNC:3075,10q11.22
DUSP8P4,Previous symbol,DUSP8P2,dual specificity phosphatase 8 pseudogene 2,HGNC:45001,10q11.22
DUX4,Previous symbol,DUX4L1,double homeobox 4 like 1 (pseudogene),HGNC:3082,4q35.2
DYX1C1,Previous symbol,DNAAF4,dynein axonemal assembly factor 4,HGNC:21493,15q21.3
DYX1C1-CCPG1,Previous symbol,DNAAF4-CCPG1,DNAAF4-CCPG1 readthrough (NMD candidate),HGNC:43019,15q21.3
EBLN3,Previous symbol,EBLN3P,"endogenous Bornavirus like nucleoprotein 3, pseudogene",HGNC:50682,9p13.2
EFTUD1,Previous symbol,EFL1,elongation factor like GTPase 1,HGNC:25789,15q25.2
EFTUD1P1,Previous symbol,EFL1P1,elongation factor like GTPase 1 pseudogene 1,HGNC:31739,15q25.2
EFTUD1P2,Previous symbol,EFL1P2,elongation factor like GTPase 1 pseudogene 2,HGNC:44202,4q13.1
EHMT1-IT1,Previous symbol,EHMT1,euchromatic histone lysine methyltransferase 1,HGNC:24650,9q34.3
EIF2B5-AS1,Previous symbol,LINC01840,long intergenic non-protein coding RNA 1840,HGNC:40209,3q27.1
EIF2B5-IT1,Previous symbol,LINC01839,long intergenic non-protein coding RNA 1839,HGNC:41330,3q27.1
EIF3A,Previous symbol,EIF6,eukaryotic translation initiation factor 6,HGNC:6159,20q11.22
EIF3J-AS1,Previous symbol,EIF3J-DT,EIF3J divergent transcript,HGNC:48616,15q21.1
ELMSAN1,Previous symbol,MIDEAS,mitotic deacetylase associated SANT domain protein,HGNC:19853,14q24.3
ELOA3,Previous symbol,ELOA3P,"elongin A3, pseudogene",HGNC:24617,18q21.1
ELOA3B,Previous symbol,ELOA3BP,"elongin A3 family member B, pseudogene",HGNC:31007,18q21.1
ELOA3C,Previous symbol,ELOA3CP,"elongin A3 family member C, pseudogene",HGNC:52410,18q21.1
ELOA3D,Previous symbol,ELOA3DP,"elongin A3 family member D, pseudogene",HGNC:33511,18q21.1
EMILIN3,Previous symbol,MMRN2,multimerin 2,HGNC:19888,10q23.2
ENTHD2,Previous symbol,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein,HGNC:26458,17q25.3
EP400NL,Previous symbol,EP400P1,EP400 pseudogene 1,HGNC:26602,12q24.33
EPB41L4A-AS2,Previous symbol,EPB41L4A-DT,EPB41L4A divergent transcript,HGNC:25643,5q22.2
EPRS,Previous symbol,EPRS1,glutamyl-prolyl-tRNA synthetase 1,HGNC:3418,1q41
EPT1,Previous symbol,SELENOI,selenoprotein I,HGNC:29361,2p23.3
ERBB2IP,Previous symbol,ERBIN,erbb2 interacting protein,HGNC:15842,5q12.3
ERF,Previous symbol,ETF1,eukaryotic translation termination factor 1,HGNC:3477,5q31.2
ERICH1-AS1,Previous symbol,DLGAP2,DLG associated protein 2,HGNC:2906,8p23.3
ERO1L,Previous symbol,ERO1A,endoplasmic reticulum oxidoreductase 1 alpha,HGNC:13280,14q22.1
ERO1LB,Previous symbol,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,HGNC:14355,1q42.3
ERVWE2,Previous symbol,ERVW-2,endogenous retrovirus group W member 2,HGNC:37653,Xq22.3
FABP5P1,Previous symbol,FABP5P11,fatty acid binding protein 5 pseudogene 11,HGNC:19328,22q11.1
FADS2P1,Previous symbol,FADS2B,"fatty acid desaturase 2B, pseudogene",HGNC:43618,11q12.1
FAM101A,Previous symbol,RFLNA,refilin A,HGNC:27051,12q24.31
FAM101B,Previous symbol,RFLNB,refilin B,HGNC:28705,17p13.3
FAM103A1,Previous symbol,RAMAC,RNA guanine-7 methyltransferase activating subunit,HGNC:31022,15q25.2
FAM103A2P,Previous symbol,RAMACL,RNA guanine-7 methyltransferase activating subunit like (pseudogene),HGNC:21234,6q27
FAM105A,Previous symbol,OTULINL,OTU deubiquitinase with linear linkage specificity like,HGNC:25629,5p15.2
FAM106CP,Previous symbol,FAM106C,family with sequence similarity 106 member C,HGNC:38396,17p11.2
FAM108A8P,Previous symbol,ABHD17AP7,ABHD17A pseudogene 7,HGNC:38508,16p11.2
FAM108A9P,Previous symbol,ABHD17AP8,ABHD17A pseudogene 8,HGNC:38509,16p11.2
FAM109A,Previous symbol,PHETA1,PH domain containing endocytic trafficking adaptor 1,HGNC:26509,12q24.12
FAM109B,Previous symbol,PHETA2,PH domain containing endocytic trafficking adaptor 2,HGNC:27161,22q13.2
FAM122A,Previous symbol,PABIR1,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,HGNC:23490,9q21.11
FAM122B,Previous symbol,PABIR2,PABIR family member 2,HGNC:30490,Xq26.3
FAM122C,Previous symbol,PABIR3,PABIR family member 3,HGNC:25202,Xq26.3
FAM127A,Previous symbol,RTL8C,retrotransposon Gag like 8C,HGNC:2569,Xq26.3
FAM127B,Previous symbol,RTL8A,retrotransposon Gag like 8A,HGNC:24514,Xq26.3
FAM127C,Previous symbol,RTL8B,retrotransposon Gag like 8B,HGNC:33156,Xq26.3
FAM129A,Previous symbol,NIBAN1,niban apoptosis regulator 1,HGNC:16784,1q25.3
FAM129B,Previous symbol,NIBAN2,niban apoptosis regulator 2,HGNC:25282,9q34.11
FAM129C,Previous symbol,NIBAN3,niban apoptosis regulator 3,HGNC:24130,19p13.11
FAM132A,Previous symbol,C1QTNF12,C1q and TNF related 12,HGNC:32308,1p36.33
FAM132B,Previous symbol,ERFE,erythroferrone,HGNC:26727,2q37.3
FAM134A,Previous symbol,RETREG2,reticulophagy regulator family member 2,HGNC:28450,2q35
FAM134B,Previous symbol,RETREG1,reticulophagy regulator 1,HGNC:25964,5p15.1
FAM134C,Previous symbol,RETREG3,reticulophagy regulator family member 3,HGNC:27258,17q21.2
FAM150A,Previous symbol,ALKAL1,ALK and LTK ligand 1,HGNC:33775,8q11.23
FAM150B,Previous symbol,ALKAL2,ALK and LTK ligand 2,HGNC:27683,2p25.3
FAM153C,Previous symbol,FAM153CP,"family with sequence similarity 153 member C, pseudogene",HGNC:33936,5q35.3
FAM159A,Previous symbol,SHISAL2A,shisa like 2A,HGNC:28757,1p32.3
FAM159B,Previous symbol,SHISAL2B,shisa like 2B,HGNC:34236,5q12.3
FAM160A1,Previous symbol,FHIP1A,FHF complex subunit HOOK interacting protein 1A,HGNC:34237,4q31.3
FAM160A2,Previous symbol,FHIP1B,FHF complex subunit HOOK interacting protein 1B,HGNC:25378,11p15.4
FAM160B1,Previous symbol,FHIP2A,FHF complex subunit HOOK interacting protein 2A,HGNC:29320,10q25.3
FAM160B2,Previous symbol,FHIP2B,FHF complex subunit HOOK interacting protein 2B,HGNC:16492,8p21.3
FAM173A,Previous symbol,ANTKMT,adenine nucleotide translocase lysine methyltransferase,HGNC:14152,16p13.3
FAM173B,Previous symbol,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase,HGNC:27029,5p15.2
FAM175A,Previous symbol,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",HGNC:25829,4q21.23
FAM175B,Previous symbol,ABRAXAS2,"abraxas 2, BRISC complex subunit",HGNC:28975,10q26.13
FAM178A,Previous symbol,SLF2,SMC5-SMC6 complex localization factor 2,HGNC:17814,10q24.31
FAM179A,Previous symbol,TOGARAM2,TOG array regulator of axonemal microtubules 2,HGNC:33715,2p23.2
FAM179B,Previous symbol,TOGARAM1,TOG array regulator of axonemal microtubules 1,HGNC:19959,14q21.2
FAM183B,Previous symbol,FAM183BP,"family with sequence similarity 183 member B, pseudogene",HGNC:34511,7p14.1
FAM183CP,Previous symbol,LINC02209,long intergenic non-protein coding RNA 2209,HGNC:27827,8p12
FAM188A,Previous symbol,MINDY3,MINDY lysine 48 deubiquitinase 3,HGNC:23578,10p13
FAM188B,Previous symbol,MINDY4,MINDY lysine 48 deubiquitinase 4,HGNC:21916,7p14.3
FAM192A,Previous symbol,PSME3IP1,proteasome activator subunit 3 interacting protein 1,HGNC:29856,16q13
FAM195A,Previous symbol,MCRIP2,MAPK regulated corepressor interacting protein 2,HGNC:14142,16p13.3
